date,serial_number,P/F,VCC_main,CORE_VDD,+1.8VDD,+3.0VIO,VPP_2V5,+1.8VIO,BLE_VDD,I_ext,I_bat,SNR1,SNR2,SNR3,GAIN1,GAIN2,GAIN3,VOS1,VOS2,VOS3,fD0,fD1
15-Dec-2022 10:50:46,123,FAIL,3.29585315625,1.21214002148437,1.74711707226562,2.93845252148437,2.51811341015625,-0.1297982109375,2.3967320625,347.880326704545,330.668412642045,11.7843866348267,28.7481525421143,25.0635259628296,3771,3607,3840,18371,20480,8278,1000.3357656117,1000.3357656117
07-Feb-2023 11:42:24,1234,FAIL,-0.060116326171875,-0.172506462890625,-0.190488884765625,-0.185993279296875,-0.073603142578125,-0.181497673828125,-0.1927366875,-38.8384232954545,329.203568892045,11.4324324607849,11.995396232605,11.8859977722168,5492,5566,5353,18371,20480,20480,NaN,NaN
10-Feb-2023 13:47:27,123,FAIL,0.00731775585937492,-0.185993279296875,-0.1927366875,-0.181497673828125,-0.00167345507812503,-0.1927366875,-0.1927366875,-38.8384232954545,328.837357954545,12.3017518043518,10.8511066436768,12.5115566253662,5721,5721,5566,18371,20480,20480,NaN,NaN
11-Feb-2023 17:36:20,123,FAIL,-0.00167345507812503,-0.17025866015625,-0.17924987109375,-0.168010857421875,-0.00616906054687505,-0.17924987109375,-0.181497673828125,-39.9370561079545,325.907670454545,12.1928033828735,11.5306544303894,10.6611804962158,5721,5721,5566,18371,20480,20480,NaN,NaN
